loc,title,bedroom,bathroom,parking_space,predicted_price
Anambra,Terrace duplex,9,4,1,2771312
Kebbi,Flat,4,6,2,1451124
Rivers,Mansion,8,1,6,6769055
Ekiti,Townhouse,3,2,4,1661796
Kaduna,Bungalow,4,4,1,1631685
Jigawa,Flat,5,2,1,1476008
Enugu,Mansion,3,4,3,3002187
Osun,Mansion,4,7,1,3529699
Abia,Flat,1,7,5,1068738
Cross River,Bungalow,4,2,1,1736081
Kebbi,Penthouse,2,1,1,1284885
Delta,Flat,4,3,4,2075008
Borno,Detached duplex,3,6,3,1963709
Katsina,Semi-detached duplex,1,1,4,1197057
Enugu,Townhouse,9,6,3,3425584
Edo,Flat,9,2,4,2991824
Plateau,Apartment,2,1,3,1063804
Kogi,Apartment,9,1,4,2133779
Borno,Flat,4,4,2,1328628
Nasarawa,Detached duplex,2,1,1,1801632
Jigawa,Flat,7,6,6,2157456
Yobe,Townhouse,8,3,6,2588819
Edo,Mansion,5,5,6,3900751
Delta,Townhouse,7,1,4,3135731
Kebbi,Bungalow,1,1,1,388415
Ebonyi,Flat,2,2,2,980546
Kebbi,Semi-detached duplex,4,3,6,1782285
Ondo,Flat,8,7,1,2837600
Akwa Ibom,Terrace duplex,1,1,5,2062768
Bauchi,Mansion,3,1,1,1906255
Edo,Detached duplex,2,3,3,1876511
Lagos,Flat,2,1,3,4251419
Benue,Cottage,5,2,4,1777344
Gombe,Penthouse,6,7,6,2879669
Adamawa,Mansion,3,2,1,2312994
Cross River,Terrace duplex,3,2,1,1703318
Kebbi,Apartment,4,2,1,986003
Delta,Flat,1,2,1,1513556
Bayelsa,Townhouse,4,5,2,3174213
Ondo,Townhouse,6,2,4,2838742
Rivers,Detached duplex,5,1,2,2786314
Bauchi,Flat,5,3,1,1262134
Borno,Detached duplex,5,2,1,1860443
Bauchi,Flat,7,4,2,1874775
Anambra,Terrace duplex,5,5,5,2758592
Abia,Detached duplex,8,4,2,2547948
Ondo,Apartment,5,6,5,1948963
Gombe,Terrace duplex,4,2,4,1484692
Abia,Mansion,5,6,4,3127911
Kaduna,Mansion,4,2,4,2710970
Kogi,Detached duplex,9,7,2,3135036
Borno,Terrace duplex,1,4,6,967180
Ebonyi,Flat,5,2,3,1389457
Abia,Detached duplex,5,1,6,2389334
Ondo,Semi-detached duplex,1,7,1,1582346
Kogi,Terrace duplex,9,5,4,2993740
Rivers,Mansion,2,2,3,3547371
Ebonyi,Semi-detached duplex,5,1,3,1421919
Adamawa,Semi-detached duplex,4,1,2,1506661
Nasarawa,Flat,5,3,2,1575956
Gombe,Terrace duplex,4,2,3,1291376
Kogi,Terrace duplex,4,6,6,2013545
Enugu,Detached duplex,1,1,3,1432135
Ogun,Semi-detached duplex,7,4,4,3222492
Abia,Mansion,3,2,2,2493446
Benue,Mansion,3,7,2,2924375
Bauchi,Bungalow,9,3,6,2340550
Kano,Apartment,7,5,3,2333419
Abia,Mansion,1,7,5,2204824
Akwa Ibom,Bungalow,1,2,5,2068710
Osun,Semi-detached duplex,4,1,2,1646754
Bauchi,Flat,3,1,4,1341541
Akwa Ibom,Apartment,4,1,2,1765090
Yobe,Semi-detached duplex,1,2,6,968104
Abia,Bungalow,2,7,2,1042228
Bayelsa,Terrace duplex,6,4,6,3463078
Benue,Penthouse,4,2,3,2094191
Niger,Terrace duplex,1,2,1,1070809
Adamawa,Detached duplex,9,2,2,3073074
Ekiti,Apartment,2,1,2,1226419
Osun,Bungalow,9,6,1,2757703
Kogi,Semi-detached duplex,5,5,4,2004632
Taraba,Townhouse,1,1,2,1099526
Osun,Apartment,3,5,3,1429215
Taraba,Flat,7,5,1,2116202
Bayelsa,Penthouse,8,5,2,5188795
Jigawa,Penthouse,6,6,2,2198722
Niger,Semi-detached duplex,4,7,3,1884803
Kogi,Detached duplex,4,2,3,1951928
Osun,Penthouse,3,3,3,2629888
Kwara,Detached duplex,5,2,4,1990679
Kwara,Apartment,5,1,4,1752376
Imo,Flat,2,1,4,1298349
Akwa Ibom,Mansion,2,1,2,2760849
Lagos,Penthouse,6,7,6,4755671
Oyo,Mansion,4,2,5,3953736
Lagos,Cottage,2,1,3,4071314
Bayelsa,Detached duplex,5,7,2,3801189
Enugu,Detached duplex,5,1,4,2409387
Bauchi,Mansion,8,2,5,4455527
Jigawa,Terrace duplex,1,2,2,885662
Akwa Ibom,Cottage,4,1,3,1855672
Delta,Detached duplex,2,2,3,2041621
Nasarawa,Detached duplex,5,1,2,2279119
Jigawa,Cottage,4,2,1,1130920
Anambra,Townhouse,5,5,2,2507386
Osun,Penthouse,1,3,2,2206925
Edo,Mansion,5,3,2,3852957
Rivers,Semi-detached duplex,5,1,4,2616472
Kogi,Bungalow,4,7,6,2072941
Edo,Apartment,2,1,3,1287713
Enugu,Detached duplex,4,2,3,2018378
Plateau,Mansion,5,2,4,3758013
Ogun,Mansion,3,6,3,4130548
Enugu,Mansion,1,2,2,3134125
Ogun,Flat,6,7,2,2407767
Kaduna,Flat,4,3,4,1399194
Cross River,Bungalow,1,7,5,1490102
Sokoto,Detached duplex,5,2,4,1787703
Ondo,Semi-detached duplex,4,2,2,1899660
Kano,Semi-detached duplex,7,4,2,2594181
Ebonyi,Townhouse,8,5,6,3389222
Ondo,Flat,4,2,3,1721436
Jigawa,Apartment,5,1,1,1292503
Nasarawa,Apartment,1,7,3,1558594
Kaduna,Townhouse,3,3,5,1548793
Kano,Penthouse,7,4,1,2832834
Edo,Bungalow,2,2,3,1428001
Gombe,Apartment,6,5,6,1808870
Lagos,Penthouse,4,5,6,4405883
Cross River,Penthouse,2,2,3,2321878
Ekiti,Flat,3,4,6,1563753
Jigawa,Mansion,1,3,4,1907720
Zamfara,Apartment,3,2,3,1031118
Jigawa,Semi-detached duplex,3,2,1,1141942
Niger,Mansion,8,7,1,4395059
Katsina,Apartment,1,5,4,959491
Adamawa,Penthouse,6,7,6,2969976
Gombe,Bungalow,5,4,1,1651204
Bauchi,Terrace duplex,1,4,4,879019
Kano,Penthouse,1,6,5,1974640
Kano,Detached duplex,6,5,1,2534808
Borno,Flat,3,3,5,1368779
Delta,Mansion,6,5,5,5058718
Lagos,Townhouse,4,2,3,3730123
Nasarawa,Mansion,4,5,2,4083527
Kwara,Apartment,3,1,2,1071418
Sokoto,Townhouse,6,1,4,2218269
Jigawa,Apartment,4,1,4,1314883
Katsina,Apartment,5,1,1,1435706
Katsina,Bungalow,2,1,3,1240512
Ekiti,Flat,4,7,1,1764351
Borno,Mansion,1,3,1,2277654
Ogun,Semi-detached duplex,8,6,4,4013297
Anambra,Flat,4,2,2,1641141
Delta,Bungalow,1,1,6,1044141
Kogi,Penthouse,8,6,1,3016363
Borno,Terrace duplex,2,1,2,1082045
Zamfara,Apartment,4,2,2,1346793
Gombe,Terrace duplex,7,2,2,2107171
Osun,Townhouse,2,6,4,1697231
Nasarawa,Bungalow,5,1,3,1592055
Jigawa,Apartment,1,5,3,831555
Imo,Penthouse,7,6,6,3322682
Ebonyi,Mansion,9,3,3,4260685
Benue,Terrace duplex,3,2,4,1436330
Oyo,Terrace duplex,4,6,6,2146394
Kebbi,Semi-detached duplex,7,6,6,2162779
Abia,Mansion,5,1,1,2537656
Abia,Terrace duplex,3,1,1,1134916
Plateau,Semi-detached duplex,2,1,3,1092626
Abia,Penthouse,4,4,3,2086627
Kano,Terrace duplex,2,3,2,1322339
Kaduna,Semi-detached duplex,6,5,6,2356715
Katsina,Flat,7,5,1,2349577
Taraba,Semi-detached duplex,5,6,3,1874483
Plateau,Penthouse,3,2,3,1947040
Borno,Townhouse,5,2,4,1682126
Adamawa,Bungalow,5,4,3,1710320
Benue,Detached duplex,1,1,1,1211047
Kano,Terrace duplex,8,4,2,2774951
Ogun,Flat,1,2,4,1344309
Jigawa,Penthouse,8,3,3,2965312
Imo,Bungalow,7,6,4,2449721
Abia,Semi-detached duplex,7,1,1,2198297
Akwa Ibom,Townhouse,3,2,4,2102046
Plateau,Townhouse,2,1,4,1218033
Oyo,Penthouse,4,7,6,2545271
Adamawa,Mansion,1,1,1,2763123
Ondo,Townhouse,2,2,5,1830250
Oyo,Townhouse,5,2,1,2298671
Katsina,Flat,2,1,4,1355796
Kogi,Mansion,6,4,3,2913001
Lagos,Apartment,9,6,2,3970268
Taraba,Mansion,3,1,4,2185711
Adamawa,Bungalow,8,5,5,2519191
Anambra,Semi-detached duplex,8,5,1,2990238
Kwara,Terrace duplex,8,2,5,2423858
Ondo,Apartment,2,7,5,1604054
Taraba,Townhouse,6,4,5,2430553
Niger,Terrace duplex,1,6,1,1274927
Lagos,Penthouse,9,1,5,5319851
Benue,Flat,4,3,4,1499674
Ogun,Bungalow,2,5,4,1586923
Bauchi,Apartment,3,2,3,1260886
Bauchi,Apartment,5,1,3,1395090
Ogun,Terrace duplex,6,1,4,2873601
Adamawa,Townhouse,4,1,1,1586109
Borno,Semi-detached duplex,3,1,6,1467458
Delta,Townhouse,6,1,3,2814786
Imo,Detached duplex,2,6,6,1794426
Nasarawa,Semi-detached duplex,2,6,4,1522156
Anambra,Townhouse,1,1,2,1289374
Kogi,Penthouse,5,1,1,1802482
Oyo,Bungalow,8,1,2,2581454
Kebbi,Townhouse,1,2,1,779994
Edo,Mansion,4,1,4,3356991
Abia,Detached duplex,7,6,4,2639250
Ebonyi,Penthouse,5,1,3,2060749
Benue,Apartment,1,2,2,1137696
Borno,Apartment,3,1,3,961362
Ogun,Flat,7,1,1,2673349
Edo,Flat,9,6,4,3054540
Imo,Flat,8,7,1,2818551
Abia,Flat,7,3,6,2877105
Ogun,Terrace duplex,5,2,4,2200770
Yobe,Semi-detached duplex,1,1,1,850847
Kwara,Apartment,4,1,5,1359870
Ebonyi,Mansion,3,2,3,2086575
Niger,Apartment,2,2,2,1053612
Plateau,Semi-detached duplex,2,4,1,1231709
Zamfara,Terrace duplex,9,3,3,2631936
Sokoto,Apartment,9,5,2,2135762
Akwa Ibom,Flat,5,6,2,2047145
Kebbi,Townhouse,4,2,5,1648173
Katsina,Townhouse,7,1,2,2469975
Nasarawa,Terrace duplex,3,2,2,1712248
Katsina,Bungalow,5,5,2,1913792
Kebbi,Mansion,2,1,4,1523560
Ogun,Semi-detached duplex,3,1,1,1754104
Zamfara,Apartment,4,6,1,1657581
Bayelsa,Bungalow,2,3,2,1740889
Rivers,Flat,9,7,3,4349585
Anambra,Mansion,3,2,1,2767614
Bauchi,Apartment,5,1,3,1395090
Nasarawa,Bungalow,9,1,4,2825557
Delta,Terrace duplex,6,1,3,2691471
Ogun,Terrace duplex,3,1,4,2082134
Anambra,Bungalow,9,2,4,3333068
Ondo,Flat,2,2,3,1489320
Ondo,Mansion,4,1,1,3263525
Enugu,Apartment,3,7,5,1628464
Lagos,Apartment,6,5,5,2840121
Enugu,Penthouse,5,4,6,3116667
Ekiti,Terrace duplex,9,2,6,2908966
Bauchi,Townhouse,3,1,6,1831603
Ebonyi,Detached duplex,1,1,2,997921
Abia,Penthouse,9,5,1,3803290
Ebonyi,Detached duplex,5,3,3,1890233
Plateau,Mansion,8,3,1,4360763
Anambra,Penthouse,7,2,5,3325333
Enugu,Apartment,4,2,3,1651432
Jigawa,Semi-detached duplex,4,1,6,1934282
Oyo,Townhouse,1,2,3,1472951
Anambra,Semi-detached duplex,3,4,1,1788842
Nasarawa,Cottage,3,2,1,1444292
Benue,Mansion,8,1,5,4541295
Sokoto,Detached duplex,2,4,3,1349571
Gombe,Apartment,8,6,6,2359481
Akwa Ibom,Terrace duplex,2,6,3,2102359
Bauchi,Terrace duplex,2,3,3,1195479
Kogi,Semi-detached duplex,8,4,6,2773353
Benue,Apartment,4,3,2,1502542
Enugu,Townhouse,1,2,3,1460770
Gombe,Penthouse,4,2,3,1930905
Akwa Ibom,Terrace duplex,7,6,3,3041494
Bauchi,Townhouse,9,4,3,2604499
Jigawa,Semi-detached duplex,4,6,5,1808567
Kogi,Townhouse,6,1,2,2055816
Ebonyi,Apartment,7,2,2,1630364
Jigawa,Apartment,4,1,1,1195973
Cross River,Townhouse,5,1,1,2111460
Kaduna,Townhouse,1,1,3,1113108
Borno,Mansion,7,2,3,3382767
Kwara,Semi-detached duplex,3,7,1,1561401
Osun,Mansion,6,3,4,3679729
Enugu,Mansion,1,2,3,2939814
Osun,Penthouse,1,5,3,2063840
Ekiti,Mansion,1,2,1,2464319
Bayelsa,Terrace duplex,5,2,2,2697599
Kano,Detached duplex,6,7,3,2912756
Kaduna,Apartment,2,1,4,1034967
Abia,Mansion,2,1,1,2488181
Ekiti,Flat,1,4,3,1155978
Kaduna,Semi-detached duplex,5,1,2,1512903
Kwara,Penthouse,7,2,6,2538485
Adamawa,Terrace duplex,8,1,1,2567417
Niger,Detached duplex,3,2,3,1625875
Zamfara,Terrace duplex,3,1,1,1195017
Cross River,Detached duplex,1,2,4,1659785
Ogun,Flat,9,1,3,3158356
Imo,Flat,2,2,4,1301073
Kano,Flat,1,6,1,1101229
Jigawa,Detached duplex,5,2,1,1912085
Oyo,Bungalow,9,5,6,2980586
Niger,Terrace duplex,7,5,6,2556126
Oyo,Semi-detached duplex,2,2,2,1598625
Ondo,Terrace duplex,7,3,6,2510116
Zamfara,Detached duplex,6,7,3,2306567
Kano,Apartment,1,1,6,961417
Kaduna,Terrace duplex,8,5,4,2741206
Adamawa,Flat,4,1,5,1591458
Katsina,Terrace duplex,7,4,3,2357442
Kano,Terrace duplex,6,1,6,2575086
Anambra,Detached duplex,1,7,1,1785684
Katsina,Mansion,9,2,3,4254151
Rivers,Semi-detached duplex,3,2,2,2270552
Kwara,Apartment,1,1,2,787732
Bayelsa,Townhouse,4,2,2,2756795
Zamfara,Flat,2,6,2,1002545
Borno,Detached duplex,6,7,1,2559982
Ekiti,Penthouse,5,5,6,2780304
Ekiti,Townhouse,1,2,1,1267798
Osun,Semi-detached duplex,7,5,2,2842523
Akwa Ibom,Penthouse,7,5,5,3872774
Anambra,Cottage,4,1,4,1563965
Akwa Ibom,Apartment,4,2,2,1869598
Katsina,Semi-detached duplex,3,2,2,1413608
Yobe,Townhouse,4,2,1,1537430
Anambra,Flat,9,6,6,3308096
Plateau,Apartment,2,1,5,1021236
Niger,Bungalow,2,6,4,1231551
Delta,Bungalow,9,1,5,3293645
Oyo,Flat,4,5,6,1777731
Niger,Terrace duplex,4,3,4,1930834
Kwara,Penthouse,5,1,3,2408386
Katsina,Semi-detached duplex,1,1,4,1197057
Ebonyi,Bungalow,5,4,1,1561588
Benue,Apartment,8,7,3,2184327
Ogun,Apartment,3,7,4,1856749
Plateau,Mansion,1,2,5,2200540
Abia,Penthouse,7,2,1,2626295
Enugu,Flat,1,4,4,1318477
Adamawa,Townhouse,4,1,4,1537748
Akwa Ibom,Penthouse,7,2,5,3992240
Jigawa,Flat,2,2,6,962661
Bauchi,Detached duplex,9,4,5,2898924
Jigawa,Townhouse,9,7,2,2638122
Benue,Flat,5,4,4,1711511
Anambra,Townhouse,5,5,3,2574256
Bayelsa,Semi-detached duplex,2,2,3,2087762
Enugu,Townhouse,1,1,4,1387476
Katsina,Apartment,4,5,1,1789939
Rivers,Townhouse,3,1,1,2361311
Nasarawa,Semi-detached duplex,3,2,2,1718821
Nasarawa,Semi-detached duplex,5,2,1,1789258
Delta,Terrace duplex,4,1,1,2165452
Plateau,Apartment,3,4,1,1650922
Plateau,Semi-detached duplex,2,5,5,1264826
Borno,Flat,9,5,4,2271946
Oyo,Detached duplex,4,1,5,2030171
Adamawa,Terrace duplex,3,2,1,1231761
Katsina,Semi-detached duplex,5,1,1,1462340
Anambra,Mansion,8,7,6,4354571
Akwa Ibom,Townhouse,5,2,1,2449679
Gombe,Penthouse,8,2,5,3253748
Enugu,Townhouse,2,2,1,1581443
Enugu,Semi-detached duplex,9,4,2,3314985
Oyo,Mansion,9,7,3,4903105
Niger,Flat,5,7,6,1786352
Nasarawa,Flat,7,7,5,2507966
Abia,Terrace duplex,1,2,5,1051839
Edo,Detached duplex,5,7,5,2603699
Borno,Bungalow,5,4,2,1431405
Osun,Penthouse,5,2,5,2701987
Benue,Detached duplex,5,1,1,2092600
Cross River,Flat,2,3,2,1403661
Delta,Flat,8,7,2,3170726
Sokoto,Bungalow,1,6,3,819654
Taraba,Apartment,5,6,3,1687341
Niger,Apartment,4,7,5,1748792
Yobe,Apartment,4,3,4,1192972
Ogun,Terrace duplex,3,7,6,2409216
Cross River,Bungalow,5,3,3,2285822
Gombe,Detached duplex,4,2,2,1671100
Jigawa,Penthouse,2,2,3,1625630
Plateau,Penthouse,8,6,6,3645705
Benue,Semi-detached duplex,5,2,2,1712953
Enugu,Detached duplex,1,2,4,1491167
Edo,Semi-detached duplex,5,2,3,1989038
Niger,Terrace duplex,5,1,3,1741223
Jigawa,Apartment,5,4,2,1436667
Plateau,Townhouse,4,1,1,1740339
Kaduna,Apartment,4,2,2,1364713
Kano,Penthouse,4,3,1,2446468
Kebbi,Detached duplex,1,1,3,790956
Adamawa,Mansion,1,2,3,2589870
Ogun,Flat,5,3,1,1956687
Ebonyi,Semi-detached duplex,2,7,5,1239108
Zamfara,Cottage,3,1,4,1293318
Jigawa,Apartment,4,2,1,1383326
Anambra,Detached duplex,5,1,1,2120270
Delta,Semi-detached duplex,2,2,2,1660833
Jigawa,Bungalow,4,1,2,1263663
Yobe,Townhouse,2,5,6,1278041
Sokoto,Apartment,2,1,3,1206515
Kebbi,Semi-detached duplex,2,5,5,1407109
Ogun,Penthouse,9,2,2,4035984
Nasarawa,Mansion,4,3,6,3500612
Bayelsa,Mansion,5,2,3,4914736
Edo,Mansion,3,4,4,3078877
Plateau,Flat,1,3,4,877034
Edo,Terrace duplex,5,2,1,2013575
Akwa Ibom,Apartment,9,3,6,3051411
Kaduna,Flat,5,2,2,1472109
Borno,Detached duplex,5,7,3,1986614
Akwa Ibom,Bungalow,8,1,4,3527758
Osun,Detached duplex,1,5,5,1567811
Ekiti,Terrace duplex,1,2,3,1255499
Edo,Detached duplex,3,1,4,2092526
Kebbi,Semi-detached duplex,3,2,2,1013613
Anambra,Detached duplex,8,7,5,3272311
Niger,Detached duplex,2,5,3,1345399
Cross River,Apartment,1,2,4,1216655
Imo,Bungalow,2,5,6,1423690
Niger,Townhouse,1,7,2,1583097
Akwa Ibom,Flat,4,1,4,2324089
Imo,Detached duplex,7,1,2,2569354
Abia,Apartment,2,1,3,921875
Kogi,Flat,2,4,2,1184278
Kogi,Terrace duplex,2,1,4,1148969
Edo,Detached duplex,5,3,4,2405280
Akwa Ibom,Penthouse,4,2,4,3175355
Anambra,Semi-detached duplex,9,4,4,3084971
Bauchi,Cottage,2,2,1,957133
Rivers,Detached duplex,4,6,4,3096613
Edo,Townhouse,4,2,3,1950000
Kaduna,Apartment,4,1,6,1609353
Sokoto,Semi-detached duplex,8,3,3,2200547
Ebonyi,Penthouse,9,4,1,3266027
Akwa Ibom,Detached duplex,4,3,2,2739126
Jigawa,Terrace duplex,4,1,1,1269001
Niger,Detached duplex,1,1,4,1177936
Nasarawa,Semi-detached duplex,9,1,6,2826532
Imo,Terrace duplex,2,1,4,1424317
Osun,Penthouse,9,5,2,3855642
Kaduna,Semi-detached duplex,3,5,2,1611890
Gombe,Mansion,5,7,2,3510219
Ebonyi,Mansion,1,2,2,1864969
Yobe,Penthouse,1,2,1,1686985
Edo,Detached duplex,4,1,1,1890226
Niger,Mansion,3,3,1,2293266
Akwa Ibom,Flat,3,1,4,2019554
Plateau,Detached duplex,2,3,1,1360115
Anambra,Semi-detached duplex,1,6,5,1880859
Jigawa,Bungalow,9,3,2,2172933
Cross River,Bungalow,6,7,4,2608942
Bauchi,Mansion,4,2,3,2863140
Osun,Bungalow,5,5,3,1910921
Ondo,Apartment,5,4,6,2221343
Plateau,Terrace duplex,5,1,2,1885678
Delta,Semi-detached duplex,7,6,4,3398630
Osun,Mansion,6,2,3,3482021
Imo,Bungalow,2,2,2,1230795
Kaduna,Townhouse,4,1,2,1724174
Ogun,Terrace duplex,3,2,4,1920555
Yobe,Mansion,5,2,3,2922329
Edo,Apartment,9,5,3,2622174
Kwara,Flat,2,2,4,1119075
Oyo,Penthouse,3,2,4,2320856
Katsina,Flat,9,5,1,2572885
Abia,Mansion,3,1,1,2351864
Kaduna,Semi-detached duplex,9,2,6,3219896
Akwa Ibom,Penthouse,7,7,5,4175191
Taraba,Apartment,3,2,3,1359885
Cross River,Terrace duplex,4,2,1,2071271
Yobe,Terrace duplex,1,2,3,957418
Borno,Apartment,8,2,3,1865157
Kogi,Mansion,6,3,5,2789460
Yobe,Townhouse,4,4,1,1843209
Jigawa,Cottage,3,2,4,1063143
Lagos,Terrace duplex,2,1,2,3529622
Benue,Bungalow,1,1,3,1007973
Akwa Ibom,Bungalow,7,4,2,2629508
Taraba,Terrace duplex,1,2,1,924571
Imo,Detached duplex,8,6,5,3172902
Benue,Semi-detached duplex,3,2,4,1406696
Katsina,Townhouse,5,1,3,1681490
Sokoto,Cottage,4,2,1,1093090
Sokoto,Apartment,3,2,4,1110896
Ekiti,Flat,9,5,1,2739544
Ekiti,Townhouse,4,1,5,2208073
Ebonyi,Terrace duplex,8,3,2,2402850
Edo,Semi-detached duplex,4,4,1,2217756
Bayelsa,Terrace duplex,2,2,1,1949864
Plateau,Apartment,3,7,4,1431132
Borno,Flat,3,1,3,1094490
Gombe,Townhouse,7,6,3,2608195
Gombe,Mansion,9,4,6,4920471
Enugu,Apartment,3,7,4,1561258
Lagos,Detached duplex,9,7,1,5277752
Yobe,Townhouse,3,6,4,1463394
Ekiti,Apartment,3,1,1,1183059
Ondo,Bungalow,7,6,5,2642420
Osun,Bungalow,1,5,5,1068141
Anambra,Detached duplex,2,2,2,1594500
Kebbi,Terrace duplex,5,1,2,1272332
Cross River,Terrace duplex,8,1,3,2994718
Zamfara,Semi-detached duplex,4,1,3,1331713
Anambra,Cottage,2,1,1,1152091
Bauchi,Penthouse,6,7,3,2597242
Kebbi,Apartment,9,7,6,2308631
Ogun,Bungalow,9,6,5,3211477
Benue,Mansion,1,2,2,2433951
Ekiti,Townhouse,6,7,3,2747255
Borno,Penthouse,5,1,3,2086440
Niger,Mansion,1,6,3,2512489
Benue,Townhouse,1,4,2,994750
Niger,Bungalow,8,1,5,2336628
Cross River,Mansion,2,1,2,2282939
Jigawa,Terrace duplex,1,2,2,885662
Ogun,Apartment,8,4,4,2724310
Niger,Detached duplex,4,6,2,1864584
Nasarawa,Terrace duplex,2,2,3,1259135
Benue,Semi-detached duplex,9,7,1,2819757
Bauchi,Flat,8,3,3,2323607
Bauchi,Apartment,8,6,1,2719570
Ekiti,Bungalow,7,7,6,2742599
Katsina,Flat,8,4,1,2261552
Edo,Penthouse,2,2,3,2147734
Cross River,Flat,4,1,4,1930904
Kogi,Terrace duplex,3,3,1,1174801
Enugu,Terrace duplex,7,4,6,2734290
Kaduna,Penthouse,1,2,3,1528824
Niger,Apartment,2,1,4,1117995
Ebonyi,Apartment,2,6,3,991726
Sokoto,Bungalow,6,6,4,1645983
Borno,Penthouse,4,2,2,2051752
Osun,Flat,2,6,4,1539206
Kaduna,Mansion,3,1,4,2241544
Osun,Bungalow,4,5,3,1511421
Osun,Bungalow,4,2,4,1476647
Akwa Ibom,Bungalow,3,7,1,1965470
Borno,Cottage,1,1,2,776160
Jigawa,Apartment,3,1,2,1053186
Benue,Penthouse,5,1,2,2401175
Jigawa,Semi-detached duplex,3,7,1,1136057
Ondo,Semi-detached duplex,9,2,3,3041814
Ondo,Detached duplex,1,5,1,1478854
Lagos,Mansion,1,1,4,7018678
Zamfara,Apartment,1,5,3,1084411
Zamfara,Penthouse,2,6,2,1456978
Abia,Apartment,2,2,3,977496
Kaduna,Cottage,2,2,2,947964
Kwara,Detached duplex,7,2,4,2590679
Ondo,Terrace duplex,1,1,4,1247073
Edo,Terrace duplex,6,6,1,2556033
Borno,Terrace duplex,3,2,3,1342315
Zamfara,Flat,4,2,1,1115685
Sokoto,Terrace duplex,5,1,4,1460306
Niger,Bungalow,3,1,2,1115840
Kebbi,Apartment,2,1,3,739819
Imo,Bungalow,2,1,2,1203489
Ekiti,Townhouse,1,3,1,1169942
Benue,Mansion,3,1,1,2012276
Kano,Terrace duplex,4,2,3,1707679
Borno,Flat,5,5,2,1333727
Katsina,Bungalow,4,1,4,1427859
Plateau,Flat,5,7,6,2511398
Zamfara,Detached duplex,1,7,3,1442703
Oyo,Penthouse,5,5,6,3060032
Anambra,Townhouse,7,1,2,2882536
Taraba,Semi-detached duplex,7,3,4,2305064
Enugu,Mansion,5,2,1,4006163
Adamawa,Apartment,5,1,2,1496908
Anambra,Bungalow,9,2,4,3333068
Benue,Bungalow,2,2,3,1228705
Bayelsa,Cottage,1,1,4,1583439
Kebbi,Terrace duplex,5,3,4,1577254
Gombe,Cottage,3,1,3,1201225
Niger,Penthouse,1,2,3,1485989
Akwa Ibom,Terrace duplex,2,2,1,1751627
Zamfara,Penthouse,8,6,5,2567425
Jigawa,Terrace duplex,4,6,1,1553647
Enugu,Mansion,1,1,2,2797173
Rivers,Apartment,3,2,4,1808347
Osun,Semi-detached duplex,1,1,4,1249456
Plateau,Terrace duplex,3,5,1,1415257
Jigawa,Flat,8,4,1,1967161
Cross River,Apartment,6,5,5,2075537
Bayelsa,Semi-detached duplex,9,2,6,4228101
Ogun,Cottage,4,1,1,1933479
Lagos,Semi-detached duplex,7,7,1,4106466
Yobe,Detached duplex,8,6,2,2661990
Oyo,Mansion,5,1,3,3602997
Ondo,Apartment,9,5,5,2590610
Ondo,Bungalow,6,5,3,2442931
Katsina,Townhouse,4,1,4,1562051
Adamawa,Terrace duplex,4,1,6,1975445
Taraba,Bungalow,3,2,4,1239464
Kebbi,Terrace duplex,2,2,3,896334
Bayelsa,Mansion,4,3,5,4706584
Kogi,Terrace duplex,8,7,6,2615468
Bayelsa,Mansion,7,2,5,5418128
Rivers,Townhouse,2,1,4,2390277
Delta,Penthouse,2,5,1,2716619
Lagos,Terrace duplex,3,2,4,2952238
Anambra,Apartment,7,6,5,2308179
Osun,Apartment,4,2,2,1430148
Oyo,Bungalow,5,1,5,2087190
Edo,Semi-detached duplex,5,5,4,2242255
Ebonyi,Flat,1,1,2,831836
Imo,Townhouse,4,6,6,2653712
Lagos,Mansion,9,3,2,6846741
Abia,Penthouse,2,1,1,1776314
Akwa Ibom,Mansion,3,1,2,3011998
Kano,Flat,1,1,1,910777
Delta,Flat,3,2,2,1686390
Adamawa,Townhouse,5,2,1,1645353
Lagos,Townhouse,5,2,2,3471627
Kano,Flat,5,2,2,1637604
Ebonyi,Townhouse,2,7,3,1313032
Taraba,Penthouse,9,5,4,3122394
Ekiti,Apartment,2,4,6,1263277
Cross River,Detached duplex,8,7,5,3439449
Yobe,Terrace duplex,4,1,4,1452599
Abia,Mansion,1,2,3,2154754
Ekiti,Detached duplex,2,2,4,1688966
Zamfara,Detached duplex,4,5,3,1465799
Sokoto,Penthouse,1,2,2,1254724
Rivers,Terrace duplex,3,4,5,2448769
Bayelsa,Terrace duplex,2,2,1,1949864
Kogi,Townhouse,2,1,1,1229795
Ondo,Flat,3,2,2,1640761
Nasarawa,Apartment,4,1,4,1526249
Delta,Apartment,2,1,3,1582408
Delta,Townhouse,3,5,6,2651243
Rivers,Terrace duplex,9,3,4,4020549
Anambra,Townhouse,8,5,3,3110611
Ogun,Flat,2,7,4,1761532
Gombe,Semi-detached duplex,1,5,3,1124734
Bayelsa,Apartment,8,7,1,3343979
Ondo,Bungalow,5,1,3,1966383
Rivers,Semi-detached duplex,4,2,1,2456551
Zamfara,Townhouse,2,1,2,1128505
Bauchi,Terrace duplex,2,2,6,1164762
Delta,Terrace duplex,8,1,2,2770555
Zamfara,Cottage,4,2,3,1048311
Ondo,Cottage,3,2,3,1529012
Lagos,Terrace duplex,7,1,4,4416083
